﻿ID,Area,Longitude,Latitude,error_info
48,万柳地区_110108023000,116.245924,39.997228,No_SV_ID
84,万柳地区_110108023000,116.249739,39.994148,No_SV_ID
85,万柳地区_110108023000,116.24954,39.993725,No_SV_ID
86,万柳地区_110108023000,116.24928,39.993322,No_SV_ID
109,万柳地区_110108023000,116.252449,40.000997,No_SV_ID
110,万柳地区_110108023000,116.251916,40.000811,No_SV_ID
115,万柳地区_110108023000,116.252865,40.000422,No_SV_ID
116,万柳地区_110108023000,116.252304,40.000552,No_SV_ID
118,万柳地区_110108023000,116.252454,39.996941,No_SV_ID
124,万柳地区_110108023000,116.253167,40.000785,No_SV_ID
145,万柳地区_110108023000,116.254661,39.995657,No_SV_ID
151,万柳地区_110108023000,116.254731,39.995662,No_SV_ID
152,万柳地区_110108023000,116.255136,39.995979,No_SV_ID
153,万柳地区_110108023000,116.254731,39.995662,No_SV_ID
154,万柳地区_110108023000,116.255293,39.995535,No_SV_ID
174,万柳地区_110108023000,116.25841,39.996892,No_SV_ID
189,万柳地区_110108023000,116.271638,39.984325,No_SV_ID
190,万柳地区_110108023000,116.271838,39.984748,No_SV_ID
191,万柳地区_110108023000,116.271966,39.985186,No_SV_ID
192,万柳地区_110108023000,116.272065,39.98563,No_SV_ID
193,万柳地区_110108023000,116.272164,39.986074,No_SV_ID
194,万柳地区_110108023000,116.272263,39.986518,No_SV_ID
195,万柳地区_110108023000,116.272362,39.986962,No_SV_ID
196,万柳地区_110108023000,116.272461,39.987406,No_SV_ID
197,万柳地区_110108023000,116.271638,39.984325,No_SV_ID
198,万柳地区_110108023000,116.271727,39.983881,No_SV_ID
199,万柳地区_110108023000,116.271935,39.983468,No_SV_ID
200,万柳地区_110108023000,116.272254,39.983091,No_SV_ID
201,万柳地区_110108023000,116.272344,39.98298,No_SV_ID
202,万柳地区_110108023000,116.272016,39.983353,No_SV_ID
203,万柳地区_110108023000,116.271681,39.983723,No_SV_ID
204,万柳地区_110108023000,116.271526,39.984146,No_SV_ID
205,万柳地区_110108023000,116.271704,39.984573,No_SV_ID
206,万柳地区_110108023000,116.271846,39.985007,No_SV_ID
207,万柳地区_110108023000,116.271927,39.985452,No_SV_ID
208,万柳地区_110108023000,116.272012,39.985896,No_SV_ID
209,万柳地区_110108023000,116.272118,39.986339,No_SV_ID
210,万柳地区_110108023000,116.272233,39.986781,No_SV_ID
211,万柳地区_110108023000,116.272314,39.987227,No_SV_ID
212,万柳地区_110108023000,116.272404,39.987672,No_SV_ID
213,万柳地区_110108023000,116.272538,39.98811,No_SV_ID
214,万柳地区_110108023000,116.272741,39.988531,No_SV_ID
215,万柳地区_110108023000,116.27311,39.988879,No_SV_ID
216,万柳地区_110108023000,116.273551,39.989175,No_SV_ID
217,万柳地区_110108023000,116.274032,39.989424,No_SV_ID
