ID,Area,Longitude,Latitude
0,黑庄户地区_110105040000,116.564314,39.854114
1,黑庄户地区_110105040000,116.563729,39.854102
2,黑庄户地区_110105040000,116.563145,39.854085
3,黑庄户地区_110105040000,116.564368,39.854317
4,黑庄户地区_110105040000,116.563784,39.854336
5,黑庄户地区_110105040000,116.5632,39.854345
6,黑庄户地区_110105040000,116.564067,39.854626
7,黑庄户地区_110105040000,116.563483,39.854618
8,黑庄户地区_110105040000,116.564256,39.853937
9,黑庄户地区_110105040000,116.563679,39.853865
10,黑庄户地区_110105040000,116.563101,39.853801
11,黑庄户地区_110105040000,116.563005,39.850618
12,黑庄户地区_110105040000,116.563029,39.850168
13,黑庄户地区_110105040000,116.563062,39.849719
14,黑庄户地区_110105040000,116.56329,39.849308
15,黑庄户地区_110105040000,116.563665,39.848963
16,黑庄户地区_110105040000,116.563154,39.841623
17,黑庄户地区_110105040000,116.563058,39.841183
18,黑庄户地区_110105040000,116.563006,39.855214
19,黑庄户地区_110105040000,116.563502,39.854976
20,黑庄户地区_110105040000,116.563963,39.8547
21,黑庄户地区_110105040000,116.563496,39.841701
22,黑庄户地区_110105040000,116.563301,39.844609
23,黑庄户地区_110105040000,116.563799,39.844843
24,黑庄户地区_110105040000,116.563447,39.84607
25,黑庄户地区_110105040000,116.563227,39.846484
26,黑庄户地区_110105040000,116.563187,39.846933
27,黑庄户地区_110105040000,116.563165,39.847383
28,黑庄户地区_110105040000,116.563263,39.847822
29,黑庄户地区_110105040000,116.563556,39.848211
30,黑庄户地区_110105040000,116.563939,39.848551
31,黑庄户地区_110105040000,116.563447,39.84607
32,黑庄户地区_110105040000,116.563728,39.845676
33,黑庄户地区_110105040000,116.564111,39.845337
34,黑庄户地区_110105040000,116.563614,39.841711
35,黑庄户地区_110105040000,116.563496,39.841701
36,黑庄户地区_110105040000,116.563524,39.842151
37,黑庄户地区_110105040000,116.563614,39.841711
38,黑庄户地区_110105040000,116.563614,39.841711
39,黑庄户地区_110105040000,116.564161,39.844972
40,黑庄户地区_110105040000,116.563947,39.844553
41,黑庄户地区_110105040000,116.564913,39.852124
42,黑庄户地区_110105040000,116.564336,39.85205
43,黑庄户地区_110105040000,116.563763,39.851961
44,黑庄户地区_110105040000,116.563731,39.841713
45,黑庄户地区_110105040000,116.564249,39.853898
46,黑庄户地区_110105040000,116.563818,39.853594
47,黑庄户地区_110105040000,116.563965,39.841704
48,黑庄户地区_110105040000,116.564081,39.8417
49,黑庄户地区_110105040000,116.564028,39.848626
50,黑庄户地区_110105040000,116.564028,39.848626
51,黑庄户地区_110105040000,116.564122,39.848182
52,黑庄户地区_110105040000,116.564081,39.8417
53,黑庄户地区_110105040000,116.564077,39.848675
54,黑庄户地区_110105040000,116.564356,39.854428
55,黑庄户地区_110105040000,116.564161,39.844972
56,黑庄户地区_110105040000,116.564198,39.841696
57,黑庄户地区_110105040000,116.565475,39.842033
58,黑庄户地区_110105040000,116.564988,39.841788
59,黑庄户地区_110105040000,116.564423,39.841687
60,黑庄户地区_110105040000,116.564249,39.853898
61,黑庄户地区_110105040000,116.564927,39.852249
62,黑庄户地区_110105040000,116.564765,39.852682
63,黑庄户地区_110105040000,116.564602,39.853114
64,黑庄户地区_110105040000,116.564412,39.85354
65,黑庄户地区_110105040000,116.564314,39.854114
66,黑庄户地区_110105040000,116.564365,39.845163
67,黑庄户地区_110105040000,116.564932,39.845269
68,黑庄户地区_110105040000,116.564384,39.85425
69,黑庄户地区_110105040000,116.565475,39.842033
70,黑庄户地区_110105040000,116.565073,39.84236
71,黑庄户地区_110105040000,116.564566,39.842574
72,黑庄户地区_110105040000,116.564356,39.854428
73,黑庄户地区_110105040000,116.564718,39.854781
74,黑庄户地区_110105040000,116.56514,39.855092
75,黑庄户地区_110105040000,116.565631,39.855335
76,黑庄户地区_110105040000,116.566187,39.855468
77,黑庄户地区_110105040000,116.566768,39.855453
78,黑庄户地区_110105040000,116.564368,39.854317
79,黑庄户地区_110105040000,116.564384,39.85425
80,黑庄户地区_110105040000,116.564384,39.85425
81,黑庄户地区_110105040000,116.564956,39.854157
82,黑庄户地区_110105040000,116.565528,39.854063
83,黑庄户地区_110105040000,116.564663,39.84892
84,黑庄户地区_110105040000,116.564504,39.848731
85,黑庄户地区_110105040000,116.565148,39.845329
86,黑庄户地区_110105040000,116.564946,39.845751
87,黑庄户地区_110105040000,116.564696,39.846158
88,黑庄户地区_110105040000,116.564663,39.84892
89,黑庄户地区_110105040000,116.565247,39.848926
90,黑庄户地区_110105040000,116.565729,39.850554
91,黑庄户地区_110105040000,116.565413,39.850176
92,黑庄户地区_110105040000,116.565175,39.849765
93,黑庄户地区_110105040000,116.564938,39.849353
94,黑庄户地区_110105040000,116.564681,39.848948
95,黑庄户地区_110105040000,116.564786,39.848512
96,黑庄户地区_110105040000,116.565365,39.848571
97,黑庄户地区_110105040000,116.565049,39.84825
98,黑庄户地区_110105040000,116.564927,39.852249
99,黑庄户地区_110105040000,116.565726,39.850615
100,黑庄户地区_110105040000,116.565411,39.850994
101,黑庄户地区_110105040000,116.565181,39.851407
102,黑庄户地区_110105040000,116.565031,39.851843
103,黑庄户地区_110105040000,116.564927,39.852249
104,黑庄户地区_110105040000,116.565446,39.852456
105,黑庄户地区_110105040000,116.565049,39.84825
106,黑庄户地区_110105040000,116.565633,39.848266
107,黑庄户地区_110105040000,116.565163,39.848021
108,黑庄户地区_110105040000,116.565148,39.845329
109,黑庄户地区_110105040000,116.565168,39.84533
110,黑庄户地区_110105040000,116.565905,39.845017
111,黑庄户地区_110105040000,116.565392,39.845234
112,黑庄户地区_110105040000,116.565163,39.848021
113,黑庄户地区_110105040000,116.565245,39.847575
114,黑庄户地区_110105040000,116.565263,39.847497
115,黑庄户地区_110105040000,116.56613,39.845984
116,黑庄户地区_110105040000,116.565654,39.845723
117,黑庄户地区_110105040000,116.565327,39.845552
118,黑庄户地区_110105040000,116.565491,39.845985
119,黑庄户地区_110105040000,116.565657,39.846416
120,黑庄户地区_110105040000,116.565698,39.846862
121,黑庄户地区_110105040000,116.566233,39.842135
122,黑庄户地区_110105040000,116.565664,39.84204
123,黑庄户地区_110105040000,116.56627,39.850953
124,黑庄户地区_110105040000,116.565819,39.850667
125,黑庄户地区_110105040000,116.565729,39.850554
126,黑庄户地区_110105040000,116.565729,39.850554
127,黑庄户地区_110105040000,116.565905,39.845017
128,黑庄户地区_110105040000,116.566488,39.845045
129,黑庄户地区_110105040000,116.565905,39.845017
130,黑庄户地区_110105040000,116.565991,39.844572
131,黑庄户地区_110105040000,116.566078,39.844126
132,黑庄户地区_110105040000,116.565861,39.854002
133,黑庄户地区_110105040000,116.566365,39.85423
134,黑庄户地区_110105040000,116.566876,39.854449
135,黑庄户地区_110105040000,116.567387,39.854667
136,黑庄户地区_110105040000,116.565861,39.854002
137,黑庄户地区_110105040000,116.566317,39.853722
138,黑庄户地区_110105040000,116.565941,39.850427
139,黑庄户地区_110105040000,116.566072,39.849988
140,黑庄户地区_110105040000,116.565941,39.850427
141,黑庄户地区_110105040000,116.566423,39.850172
142,黑庄户地区_110105040000,116.566121,39.84369
143,黑庄户地区_110105040000,116.566011,39.843252
144,黑庄户地区_110105040000,116.566162,39.84282
145,黑庄户地区_110105040000,116.566233,39.842135
146,黑庄户地区_110105040000,116.566233,39.842135
147,黑庄户地区_110105040000,116.56693,39.851331
148,黑庄户地区_110105040000,116.566474,39.851051
149,黑庄户地区_110105040000,116.566522,39.851463
150,黑庄户地区_110105040000,116.566314,39.851042
151,黑庄户地区_110105040000,116.566392,39.842067
152,黑庄户地区_110105040000,116.566946,39.842208
153,黑庄户地区_110105040000,116.570439,39.841565
154,黑庄户地区_110105040000,116.569875,39.841459
155,黑庄户地区_110105040000,116.569299,39.84152
156,黑庄户地区_110105040000,116.568718,39.841556
157,黑庄户地区_110105040000,116.568135,39.841572
158,黑庄户地区_110105040000,116.567551,39.841588
159,黑庄户地区_110105040000,116.566996,39.841716
160,黑庄户地区_110105040000,116.566518,39.841973
161,黑庄户地区_110105040000,116.566393,39.854792
162,黑庄户地区_110105040000,116.566822,39.855098
163,黑庄户地区_110105040000,116.566474,39.850147
164,黑庄户地区_110105040000,116.566585,39.849705
165,黑庄户地区_110105040000,116.566799,39.850039
166,黑庄户地区_110105040000,116.566558,39.853635
167,黑庄户地区_110105040000,116.568135,39.85412
168,黑庄户地区_110105040000,116.567746,39.853785
169,黑庄户地区_110105040000,116.567194,39.853678
170,黑庄户地区_110105040000,116.566873,39.832385
171,黑庄户地区_110105040000,116.567391,39.832177
172,黑庄户地区_110105040000,116.567909,39.83197
173,黑庄户地区_110105040000,116.568427,39.831763
174,黑庄户地区_110105040000,116.568945,39.831556
175,黑庄户地区_110105040000,116.569464,39.831349
176,黑庄户地区_110105040000,116.569982,39.831142
177,黑庄户地区_110105040000,116.570495,39.830929
178,黑庄户地区_110105040000,116.570994,39.830695
179,黑庄户地区_110105040000,116.571494,39.830462
180,黑庄户地区_110105040000,116.571993,39.830229
181,黑庄户地区_110105040000,116.572492,39.829995
182,黑庄户地区_110105040000,116.572985,39.829754
183,黑庄户地区_110105040000,116.573466,39.8295
184,黑庄户地区_110105040000,116.573948,39.829245
185,黑庄户地区_110105040000,116.57443,39.828992
186,黑庄户地区_110105040000,116.574919,39.828746
187,黑庄户地区_110105040000,116.575408,39.8285
188,黑庄户地区_110105040000,116.575891,39.828248
189,黑庄户地区_110105040000,116.576355,39.827975
190,黑庄户地区_110105040000,116.576833,39.827716
191,黑庄户地区_110105040000,116.568967,39.850185
192,黑庄户地区_110105040000,116.568388,39.850122
193,黑庄户地区_110105040000,116.567811,39.850055
194,黑庄户地区_110105040000,116.567228,39.850035
195,黑庄户地区_110105040000,116.566975,39.845082
196,黑庄户地区_110105040000,116.567424,39.844665
197,黑庄户地区_110105040000,116.567043,39.845006
198,黑庄户地区_110105040000,116.567785,39.854356
199,黑庄户地区_110105040000,116.567296,39.854109
200,黑庄户地区_110105040000,116.567182,39.855356
201,黑庄户地区_110105040000,116.567709,39.855162
202,黑庄户地区_110105040000,116.567254,39.845223
203,黑庄户地区_110105040000,116.567478,39.845639
204,黑庄户地区_110105040000,116.567519,39.846085
205,黑庄户地区_110105040000,116.567254,39.845223
206,黑庄户地区_110105040000,116.567834,39.845166
207,黑庄户地区_110105040000,116.568415,39.845168
208,黑庄户地区_110105040000,116.568993,39.84523
209,黑庄户地区_110105040000,116.569571,39.845293
210,黑庄户地区_110105040000,116.570149,39.845355
211,黑庄户地区_110105040000,116.570727,39.845417
212,黑庄户地区_110105040000,116.571277,39.845562
213,黑庄户地区_110105040000,116.567785,39.854356
214,黑庄户地区_110105040000,116.567338,39.854065
215,黑庄户地区_110105040000,116.567777,39.855129
216,黑庄户地区_110105040000,116.567777,39.855129
217,黑庄户地区_110105040000,116.567785,39.854356
218,黑庄户地区_110105040000,116.567819,39.85485
219,黑庄户地区_110105040000,116.568005,39.854482
220,黑庄户地区_110105040000,116.570873,39.856039
221,黑庄户地区_110105040000,116.570296,39.855969
222,黑庄户地区_110105040000,116.569716,39.855918
223,黑庄户地区_110105040000,116.569137,39.855861
224,黑庄户地区_110105040000,116.5686,39.85569
225,黑庄户地区_110105040000,116.568137,39.855415
226,黑庄户地区_110105040000,116.568967,39.850185
227,黑庄户地区_110105040000,116.568887,39.850631
228,黑庄户地区_110105040000,116.568783,39.851074
229,黑庄户地区_110105040000,116.568682,39.851517
230,黑庄户地区_110105040000,116.568671,39.851967
231,黑庄户地区_110105040000,116.568667,39.852417
232,黑庄户地区_110105040000,116.568663,39.852868
233,黑庄户地区_110105040000,116.568658,39.853318
234,黑庄户地区_110105040000,116.568491,39.853746
235,黑庄户地区_110105040000,116.568147,39.854109
236,黑庄户地区_110105040000,116.568967,39.850185
237,黑庄户地区_110105040000,116.571565,39.850602
238,黑庄户地区_110105040000,116.571037,39.850416
239,黑庄户地区_110105040000,116.570459,39.850349
240,黑庄户地区_110105040000,116.569881,39.850284
241,黑庄户地区_110105040000,116.569305,39.850211
242,黑庄户地区_110105040000,116.568993,39.850171
243,黑庄户地区_110105040000,116.569096,39.849727
244,黑庄户地区_110105040000,116.569202,39.849285
245,黑庄户地区_110105040000,116.569378,39.848856
246,黑庄户地区_110105040000,116.569612,39.848445
247,黑庄户地区_110105040000,116.569893,39.84805
248,黑庄户地区_110105040000,116.570169,39.847654
249,黑庄户地区_110105040000,116.570442,39.847256
250,黑庄户地区_110105040000,116.570716,39.846857
251,黑庄户地区_110105040000,116.570989,39.846459
252,黑庄户地区_110105040000,116.571262,39.846061
253,黑庄户地区_110105040000,116.570132,39.842163
254,黑庄户地区_110105040000,116.570482,39.841806
255,黑庄户地区_110105040000,116.573874,39.858348
256,黑庄户地区_110105040000,116.573291,39.858322
257,黑庄户地区_110105040000,116.572707,39.858301
258,黑庄户地区_110105040000,116.572124,39.85828
259,黑庄户地区_110105040000,116.571541,39.858258
260,黑庄户地区_110105040000,116.570958,39.858237
261,黑庄户地区_110105040000,116.570391,39.858143
262,黑庄户地区_110105040000,116.570252,39.858087
263,黑庄户地区_110105040000,116.570293,39.85764
264,黑庄户地区_110105040000,116.570487,39.857216
265,黑庄户地区_110105040000,116.570683,39.856792
266,黑庄户地区_110105040000,116.570823,39.856357
267,黑庄户地区_110105040000,116.570439,39.841565
268,黑庄户地区_110105040000,116.570439,39.841565
269,黑庄户地区_110105040000,116.570868,39.841263
270,黑庄户地区_110105040000,116.571414,39.84111
271,黑庄户地区_110105040000,116.571984,39.841014
272,黑庄户地区_110105040000,116.572555,39.840917
273,黑庄户地区_110105040000,116.573127,39.840826
274,黑庄户地区_110105040000,116.573698,39.840735
275,黑庄户地区_110105040000,116.570964,39.855989
276,黑庄户地区_110105040000,116.574085,39.856221
277,黑庄户地区_110105040000,116.573501,39.856206
278,黑庄户地区_110105040000,116.57292,39.856159
279,黑庄户地区_110105040000,116.572339,39.856114
280,黑庄户地区_110105040000,116.571758,39.856073
281,黑庄户地区_110105040000,116.571178,39.856014
282,黑庄户地区_110105040000,116.570964,39.855989
283,黑庄户地区_110105040000,116.571014,39.85554
284,黑庄户地区_110105040000,116.571069,39.855092
285,黑庄户地区_110105040000,116.571126,39.854644
286,黑庄户地区_110105040000,116.571187,39.854196
287,黑庄户地区_110105040000,116.571311,39.853759
288,黑庄户地区_110105040000,116.574325,39.84612
289,黑庄户地区_110105040000,116.573873,39.845837
290,黑庄户地区_110105040000,116.573321,39.8457
291,黑庄户地区_110105040000,116.572743,39.845636
292,黑庄户地区_110105040000,116.572165,39.845574
293,黑庄户地区_110105040000,116.571586,39.845589
294,黑庄户地区_110105040000,116.574139,39.853701
295,黑庄户地区_110105040000,116.573556,39.853666
