ID,Area,Longitude,Latitude
0,妙峰山镇_110109108000,115.932782,40.050637
1,妙峰山镇_110109108000,115.933276,40.050397
2,妙峰山镇_110109108000,115.934976,40.049822
3,妙峰山镇_110109108000,115.934539,40.050122
4,妙峰山镇_110109108000,115.935006,40.040583
5,妙峰山镇_110109108000,115.935176,40.041007
6,妙峰山镇_110109108000,115.935401,40.041422
7,妙峰山镇_110109108000,115.935611,40.041842
8,妙峰山镇_110109108000,115.935521,40.038942
9,妙峰山镇_110109108000,115.93566,40.038505
10,妙峰山镇_110109108000,115.935663,40.038055
11,妙峰山镇_110109108000,115.935786,40.037616
12,妙峰山镇_110109108000,115.935848,40.044052
13,妙峰山镇_110109108000,115.935773,40.044497
14,妙峰山镇_110109108000,115.935625,40.044933
15,妙峰山镇_110109108000,115.935825,40.042729
16,妙峰山镇_110109108000,115.935795,40.042279
17,妙峰山镇_110109108000,115.936168,40.043604
18,妙峰山镇_110109108000,115.936033,40.043167
19,妙峰山镇_110109108000,115.935834,40.042744
20,妙峰山镇_110109108000,115.936168,40.043604
21,妙峰山镇_110109108000,115.935888,40.043999
22,妙峰山镇_110109108000,115.938191,40.042699
23,妙峰山镇_110109108000,115.93806,40.042261
24,妙峰山镇_110109108000,115.938044,40.042204
25,妙峰山镇_110109108000,115.938548,40.041559
26,妙峰山镇_110109108000,115.938096,40.041842
27,妙峰山镇_110109108000,115.939792,40.050415
28,妙峰山镇_110109108000,115.93922,40.050324
29,妙峰山镇_110109108000,115.941144,40.039882
30,妙峰山镇_110109108000,115.941726,40.039836
31,妙峰山镇_110109108000,115.941848,40.050238
32,妙峰山镇_110109108000,115.941377,40.050501
33,妙峰山镇_110109108000,115.941742,40.039833
34,妙峰山镇_110109108000,115.942195,40.039548
35,妙峰山镇_110109108000,115.942564,40.039206
36,妙峰山镇_110109108000,115.942493,40.048171
37,妙峰山镇_110109108000,115.941926,40.048059
38,妙峰山镇_110109108000,115.942802,40.049546
39,妙峰山镇_110109108000,115.942991,40.049971
40,妙峰山镇_110109108000,115.943959,40.038573
41,妙峰山镇_110109108000,115.94441,40.03828
42,妙峰山镇_110109108000,115.944828,40.037966
43,妙峰山镇_110109108000,115.945231,40.037639
44,妙峰山镇_110109108000,115.945638,40.037316
45,妙峰山镇_110109108000,115.946833,40.036039
46,妙峰山镇_110109108000,115.94734,40.035814
47,妙峰山镇_110109108000,115.947876,40.035634
48,妙峰山镇_110109108000,115.94729,40.058764
49,妙峰山镇_110109108000,115.947496,40.058344
50,妙峰山镇_110109108000,115.948776,40.061171
51,妙峰山镇_110109108000,115.948837,40.060723
52,妙峰山镇_110109108000,115.948994,40.06029
53,妙峰山镇_110109108000,115.949167,40.059861
54,妙峰山镇_110109108000,115.949376,40.05944
55,妙峰山镇_110109108000,115.949509,40.059006
56,妙峰山镇_110109108000,115.949034,40.057509
57,妙峰山镇_110109108000,115.948927,40.057067
58,妙峰山镇_110109108000,115.9489,40.056619
59,妙峰山镇_110109108000,115.950579,40.046646
60,妙峰山镇_110109108000,115.951,40.046959
61,妙峰山镇_110109108000,115.950518,40.06361
62,妙峰山镇_110109108000,115.950759,40.06402
63,妙峰山镇_110109108000,115.953043,40.04751
64,妙峰山镇_110109108000,115.953466,40.047821
65,妙峰山镇_110109108000,115.953378,40.034383
66,妙峰山镇_110109108000,115.953706,40.034016
67,妙峰山镇_110109108000,115.954695,40.051671
68,妙峰山镇_110109108000,115.954468,40.052083
69,妙峰山镇_110109108000,115.954463,40.054655
70,妙峰山镇_110109108000,115.954536,40.054209
71,妙峰山镇_110109108000,115.954404,40.058586
72,妙峰山镇_110109108000,115.95456,40.058153
73,妙峰山镇_110109108000,115.95446,40.059953
74,妙峰山镇_110109108000,115.954572,40.060393
75,妙峰山镇_110109108000,115.955826,40.04078
76,妙峰山镇_110109108000,115.956403,40.040736
77,妙峰山镇_110109108000,115.955522,40.070102
78,妙峰山镇_110109108000,115.955885,40.069751
79,妙峰山镇_110109108000,115.956192,40.033754
80,妙峰山镇_110109108000,115.956662,40.033485
81,妙峰山镇_110109108000,115.956015,40.050402
82,妙峰山镇_110109108000,115.956387,40.050057
83,妙峰山镇_110109108000,115.95623,40.065342
84,妙峰山镇_110109108000,115.956064,40.064916
85,妙峰山镇_110109108000,115.956759,40.033433
86,妙峰山镇_110109108000,115.957338,40.033366
87,妙峰山镇_110109108000,115.958015,40.011659
88,妙峰山镇_110109108000,115.95745,40.011542
89,妙峰山镇_110109108000,115.957196,40.071528
90,妙峰山镇_110109108000,115.95675,40.071236
91,妙峰山镇_110109108000,115.956921,40.067555
92,妙峰山镇_110109108000,115.956904,40.067106
93,妙峰山镇_110109108000,115.958072,40.051288
94,妙峰山镇_110109108000,115.957723,40.050927
95,妙峰山镇_110109108000,115.961519,40.032766
96,妙峰山镇_110109108000,115.960936,40.032797
97,妙峰山镇_110109108000,115.960356,40.032741
98,妙峰山镇_110109108000,115.95978,40.032758
99,妙峰山镇_110109108000,115.95922,40.03288
100,妙峰山镇_110109108000,115.958683,40.033058
101,妙峰山镇_110109108000,115.958139,40.033225
102,妙峰山镇_110109108000,115.958982,40.012837
103,妙峰山镇_110109108000,115.95956,40.012906
104,妙峰山镇_110109108000,115.960443,40.04915
105,妙峰山镇_110109108000,115.959873,40.049084
106,妙峰山镇_110109108000,115.960874,40.065819
107,妙峰山镇_110109108000,115.960322,40.06597
108,妙峰山镇_110109108000,115.960932,40.058693
109,妙峰山镇_110109108000,115.961178,40.059101
110,妙峰山镇_110109108000,115.961433,40.047839
111,妙峰山镇_110109108000,115.961293,40.047402
112,妙峰山镇_110109108000,115.961245,40.046956
113,妙峰山镇_110109108000,115.965125,40.044751
114,妙峰山镇_110109108000,115.964799,40.045123
115,妙峰山镇_110109108000,115.964446,40.04548
116,妙峰山镇_110109108000,115.964024,40.045791
117,妙峰山镇_110109108000,115.963529,40.046029
118,妙峰山镇_110109108000,115.962958,40.046122
119,妙峰山镇_110109108000,115.962372,40.046134
120,妙峰山镇_110109108000,115.961823,40.046229
